income,debt_ratio,credit_score,monthly_transactions,employment_years,savings_balance,loan_count,risk_behavior_index,target,income_squared,debt_income_interaction,credit_score_duplicate,random_noise1,random_noise2,region
-1.25179358755407,0.3872873828261008,0.8205244813898693,-2.2609957729112575,0.2734187637850266,-0.4017653185766966,-0.5806813309700279,3.85925712627469,1,1.5669871858414892,-0.48480386236231127,0.8291696726214991,-0.14342321645892908,1.327474459295313,West
0.3268416797809932,0.29686229936260367,2.0495748733329107,-1.9020136774649752,0.16863337497931852,,-0.3924307549377109,0.48216130139444624,0,0.1068254836420613,0.09702697258732146,1.9332696995491465,-0.03265590374030994,1.526575020723739,North
-1.6635184581255706,-0.11360519763835514,,-3.800624638720671,-0.19139316428964648,2.4688115856414568,1.5602231248481604,0.3356890432372668,0,2.767293660524476,0.18898434321040725,1.3380647176622167,0.06429487858758168,-0.266998304909301,East
-0.2507739828036061,-0.2054472672198754,-0.22167645489811827,0.10187365850211852,0.793499567767318,-0.8074918660904782,-0.8574294826918538,-0.5459650045590343,1,0.06288759045118332,0.0515208294568449,-0.05828964651240978,0.9468614616461799,-0.5012479170924213,South
-1.4357148188388504,1.6461381842945253,-0.3020368382236591,-1.3246538022702141,-0.22308358058354383,0.883708870466504,1.6440085712231765,-0.7657942951916261,0,2.061277041033473,-2.3633849850481288,-0.31035033378480975,-0.7472173084867436,0.45079578807585996,West
-0.39467069504081675,0.13574075887511236,2.495448337917404,-2.7509225536925603,-1.852996368193788,2.1506051362449745,0.25153471547740447,0.08439994262800088,0,0.15576495752400138,-0.05357289965060851,2.3472622253266153,-0.8463469915126599,-1.768102215768348,East
-2.1548675594483857,-0.10440503072633674,0.74174060471099,-3.0537822576687543,-1.0340551147067636,1.895305023814761,0.3011083312003164,-0.5592027936172794,0,4.643454198763042,0.22497901375539497,0.8625748560261797,1.2366197421429752,0.7652926422703885,South
-1.969456517082059,-1.000893256469984,0.5286819401916225,-2.1209077702911086,-1.2285539464196447,1.107179644773165,0.9034738990529152,-1.5916172706762493,0,3.878758972676995,1.9712157468582947,0.5789913160973323,-0.4626447418812982,1.1291504215089874,North
0.5365204214572792,-1.258509955477979,3.606264000632026,-2.0185837566529226,-3.2092368650797836,2.0904076139107763,-0.22622817928218433,-1.696074964120714,0,0.28785416264069646,-0.675216291721227,3.3790033620069293,-1.2630353535770662,-0.4102322909713134,East
-1.8970119075972403,-1.5462147250396827,1.917899767963827,-3.8567197908334907,-1.2867523663246931,2.110635647938106,-0.07726149263514309,-0.036616620737728756,0,3.5986541775657206,2.933187745102471,1.876260783924232,-0.48512994209987004,-1.3015365999704143,West
